商户编号K3,商户编号,商户名称,,店铺编号K3,店铺编号,店铺名称,,店铺类型,联系人,城市,原商户编号K3,原商户名称K3,原店铺编号CRM,备注
1.SZ0125,SZ0125,深圳市福田区景田永琪美容美发店,客户---1.SZ0125---深圳市福田区景田永琪美容美发店,1.SZ0125003,SZ0125003,永琪美容美发店（沙井路）,客户---1.SZ0125003---永琪美容美发店（沙井路）,,李东波,深圳,440304201412005401,深圳市福田区景田永琪美容美发店(李东波),183,
1.SZ0126,SZ0126,深圳市福田区骏型创作美发屋,客户---1.SZ0126---深圳市福田区骏型创作美发屋,1.SZ0126001,SZ0126001,新骏型美发屋,客户---1.SZ0126001---新骏型美发屋,,李波,深圳,440304201412002101,深圳市福田区骏型创作美发屋(李波),74,
1.SZ0127,SZ0127,深圳市福田区酷派八十八美容美发中心,客户---1.SZ0127---深圳市福田区酷派八十八美容美发中心,1.SZ0127001,SZ0127001,酷派88,客户---1.SZ0127001---酷派88,,张廷金,深圳,440304201501001001,深圳市福田区酷派八十八美容美发中心(张廷金),552,
1.SZ0128,SZ0128,深圳市福田区朗魅形象美发沙龙店,客户---1.SZ0128---深圳市福田区朗魅形象美发沙龙店,1.SZ0128001,SZ0128001,朗魅形象,客户---1.SZ0128001---朗魅形象,,陈勇,深圳,440304201412004601,深圳市福田区朗魅形象美发沙龙店(陈勇),141,
1.SZ0129,SZ0129,深圳市福田区靓点时代理发店,客户---1.SZ0129---深圳市福田区靓点时代理发店,1.SZ0129001,SZ0129001,靓点时代,客户---1.SZ0129001---靓点时代,,涂校校,深圳,440304201501001401,深圳市福田区靓点时代理发店(涂校校),601,
1.SZ0130,SZ0130,深圳市福田区魅发力美发店,客户---1.SZ0130---深圳市福田区魅发力美发店,1.SZ0130001,SZ0130001,魅力美发沙龙,客户---1.SZ0130001---魅力美发沙龙,,蔡红华,深圳,440304201412004501,深圳市福田区魅发力美发店(蔡红华),138,
1.SZ0131,SZ0131,深圳市福田区魅力千尚理发店,客户---1.SZ0131---深圳市福田区魅力千尚理发店,1.SZ0131001,SZ0131001,千尚（沙浦头）,客户---1.SZ0131001---千尚（沙浦头）,,张代元,深圳,440304201412001601,深圳市福田区魅力千尚理发店(张代元),64,
1.SZ0131,SZ0131,深圳市福田区魅力千尚理发店,客户---1.SZ0131---深圳市福田区魅力千尚理发店,1.SZ0131002,SZ0131002,千尚（沙尾1店）,客户---1.SZ0131002---千尚（沙尾1店）,,张代元,深圳,440304201412001601,深圳市福田区魅力千尚理发店(张代元),66,
1.SZ0131,SZ0131,深圳市福田区魅力千尚理发店,客户---1.SZ0131---深圳市福田区魅力千尚理发店,1.SZ0131003,SZ0131003,千尚（白石洲店）,客户---1.SZ0131003---千尚（白石洲店）,,张代元,深圳,440304201412001601,深圳市福田区魅力千尚理发店(张代元),67,
1.SZ0132,SZ0132,深圳市福田区米莱名流理发店,客户---1.SZ0132---深圳市福田区米莱名流理发店,1.SZ0132001,SZ0132001,名流造型SPA（皇岗店）,客户---1.SZ0132001---名流造型SPA（皇岗店）,,吴东魁,深圳,440304201412000101,深圳市福田区米莱名流理发店(吴东魁),2,
1.SZ0132,SZ0132,深圳市福田区米莱名流理发店,客户---1.SZ0132---深圳市福田区米莱名流理发店,1.SZ0132002,SZ0132002,米莱国际造型连锁（田贝店）,客户---1.SZ0132002---米莱国际造型连锁（田贝店）,,吴东魁,深圳,440304201412000101,深圳市福田区米莱名流理发店(吴东魁),3,
1.SZ0132,SZ0132,深圳市福田区米莱名流理发店,客户---1.SZ0132---深圳市福田区米莱名流理发店,1.SZ0132003,SZ0132003,名流造型SPA（合正店）,客户---1.SZ0132003---名流造型SPA（合正店）,,吴东魁,深圳,440304201412000101,深圳市福田区米莱名流理发店(吴东魁),4,
1.SZ0133,SZ0133,深圳市福田区名发时代美发馆,客户---1.SZ0133---深圳市福田区名发时代美发馆,1.SZ0133001,SZ0133001,名发时代,客户---1.SZ0133001---名发时代,,向本芳,深圳,440304201412005701,深圳市福田区名发时代美发馆(向本芳),209,
1.SZ0134,SZ0134,深圳市福田区名人汇美发造型沙龙店,客户---1.SZ0134---深圳市福田区名人汇美发造型沙龙店,1.SZ0134001,SZ0134001,名人汇,客户---1.SZ0134001---名人汇,,吕勇,深圳,440304201412003701,深圳市福田区名人汇美发造型沙龙店(吕勇),107,
1.SZ0135,SZ0135,深圳市福田区名师发艺美发店,客户---1.SZ0135---深圳市福田区名师发艺美发店,1.SZ0135001,SZ0135001,名师发艺,客户---1.SZ0135001---名师发艺,,姚永占,深圳,440304201412002801,深圳市福田区名师发艺美发店(姚永占),88,
1.SZ0136,SZ0136,深圳市福田区名妍发艺名美发店,客户---1.SZ0136---深圳市福田区名妍发艺名美发店,1.SZ0136001,SZ0136001,名妍,客户---1.SZ0136001---名妍,,徐妍秋,深圳,440304201501001601,深圳市福田区名妍发艺名美发店(徐妍秋),670,
1.SZ0136,SZ0136,深圳市福田区名妍发艺名美发店,客户---1.SZ0136---深圳市福田区名妍发艺名美发店,1.SZ0136002,SZ0136002,龙派发艺名店（梅林店）,客户---1.SZ0136002---龙派发艺名店（梅林店）,,徐妍秋,深圳,440304201501001601,深圳市福田区名妍发艺名美发店(徐妍秋),671,
1.SZ0136,SZ0136,深圳市福田区名妍发艺名美发店,客户---1.SZ0136---深圳市福田区名妍发艺名美发店,1.SZ0136003,SZ0136003,龙派发艺名店（下沙店）,客户---1.SZ0136003---龙派发艺名店（下沙店）,,徐妍秋,深圳,440304201501001601,深圳市福田区名妍发艺名美发店(徐妍秋),693,
1.SZ0137,SZ0137,深圳市福田区明发廊,客户---1.SZ0137---深圳市福田区明发廊,1.SZ0137001,SZ0137001,明发廊,客户---1.SZ0137001---明发廊,,袁月明,深圳,440304201501000401,深圳市福田区明发廊(袁月明),507,
1.SZ0138,SZ0138,深圳市福田区起点发型屋,客户---1.SZ0138---深圳市福田区起点发型屋,1.SZ0138001,SZ0138001,起点形象设计,客户---1.SZ0138001---起点形象设计,,吴彬江,深圳,440304201412001401,深圳市福田区起点发型屋(吴彬江),49,
1.SZ0139,SZ0139,深圳市福田区千尚艺美容美发店,客户---1.SZ0139---深圳市福田区千尚艺美容美发店,1.SZ0139001,SZ0139001,千尚美容美发,客户---1.SZ0139001---千尚美容美发,,卓本文,深圳,440304201412003101,深圳市福田区千尚艺美容美发店(卓本文),91,
1.SZ0140,SZ0140,深圳市福田区乔尼亚美容美发店,客户---1.SZ0140---深圳市福田区乔尼亚美容美发店,1.SZ0140001,SZ0140001,乔尼亚（福田店）,客户---1.SZ0140001---乔尼亚（福田店）,,赵士宇,深圳,440304201412005901,深圳市福田区乔尼亚美容美发店(赵士宇),276,
1.SZ0141,SZ0141,深圳市福田区瑞斯皇妃美容美发店,客户---1.SZ0141---深圳市福田区瑞斯皇妃美容美发店,1.SZ0141001,SZ0141001,皇妃美容美发,客户---1.SZ0141001---皇妃美容美发,,黄海平,深圳,440304201412004401,深圳市福田区瑞斯皇妃美容美发店(黄海平),137,
1.SZ0141,SZ0141,深圳市福田区瑞斯皇妃美容美发店,客户---1.SZ0141---深圳市福田区瑞斯皇妃美容美发店,1.SZ0141002,SZ0141002,皇妃,客户---1.SZ0141002---皇妃,,黄海平,深圳,440304201412004401,深圳市福田区瑞斯皇妃美容美发店(黄海平),140,
1.SZ0142,SZ0142,深圳市福田区莎莎美学理发店,客户---1.SZ0142---深圳市福田区莎莎美学理发店,1.SZ0142001,SZ0142001,莎莎（福星店）,客户---1.SZ0142001---莎莎（福星店）,,吴世海,深圳,440304201412002701,深圳市福田区莎莎美学理发店(吴世海),87,
1.SZ0143,SZ0143,深圳市福田区尚浩美发店,客户---1.SZ0143---深圳市福田区尚浩美发店,1.SZ0143001,SZ0143001,尚Hair（丽思卡尔顿）,客户---1.SZ0143001---尚Hair（丽思卡尔顿）,,赵立勇,深圳,440304201501001301,深圳市福田区尚浩美发店,571,
1.SZ0144,SZ0144,深圳市福田区诗图美容美发店,客户---1.SZ0144---深圳市福田区诗图美容美发店,1.SZ0144001,SZ0144001,诗图美容美发,客户---1.SZ0144001---诗图美容美发,,刘洋,深圳,440304201501001101,深圳市福田区诗图美容美发店(刘洋),562,
1.SZ0144,SZ0144,深圳市福田区诗图美容美发店,客户---1.SZ0144---深圳市福田区诗图美容美发店,1.SZ0144002,SZ0144002,璀璨人生,客户---1.SZ0144002---璀璨人生,,刘洋,深圳,440304201501001101,深圳市福田区诗图美容美发店(刘洋),563,
1.SZ0145,SZ0145,深圳市福田区丝奥美发店,客户---1.SZ0145---深圳市福田区丝奥美发店,1.SZ0145001,SZ0145001,丝奥国际发型连锁,客户---1.SZ0145001---丝奥国际发型连锁,,冯文星,深圳,440304201412003801,深圳市福田区丝奥美发店(冯文星),108,
1.SZ0146,SZ0146,深圳市福田区丝路发型创作室,客户---1.SZ0146---深圳市福田区丝路发型创作室,1.SZ0146001,SZ0146001,stylists丝路,客户---1.SZ0146001---stylists丝路,,叶特峰,深圳,440304201412003601,深圳市福田区丝路发型创作室(叶特峰),106,
1.SZ0147,SZ0147,深圳市福田区头尚功夫理发店,客户---1.SZ0147---深圳市福田区头尚功夫理发店,1.SZ0147001,SZ0147001,頭尚功夫理发店,客户---1.SZ0147001---頭尚功夫理发店,,王国兵,深圳,440304201412002901,深圳市福田区头尚功夫理发店(王国兵),89,
1.SZ0148,SZ0148,深圳市福田区唯美元数美发店,客户---1.SZ0148---深圳市福田区唯美元数美发店,1.SZ0148001,SZ0148001,唯美元素,客户---1.SZ0148001---唯美元素,,桂伟,深圳,440304201501000801,深圳市福田区唯美元数美发店(桂伟),542,
1.SZ0149,SZ0149,深圳市福田区维摩美发店,客户---1.SZ0149---深圳市福田区维摩美发店,1.SZ0149001,SZ0149001,维摩发型沙龙,客户---1.SZ0149001---维摩发型沙龙,,梁国昌,深圳,440304201412005001,深圳市福田区维摩美发店(梁国昌),155,
1.SZ0150,SZ0150,深圳市福田区维纳斯美容美发会所,客户---1.SZ0150---深圳市福田区维纳斯美容美发会所,1.SZ0150001,SZ0150001,维纳斯护肤造型中心（新洲店）,客户---1.SZ0150001---维纳斯护肤造型中心（新洲店）,,陈丽,深圳,440304201412000401,深圳市福田区维纳斯美容美发会所(陈丽),14,
1.SZ0150,SZ0150,深圳市福田区维纳斯美容美发会所,客户---1.SZ0150---深圳市福田区维纳斯美容美发会所,1.SZ0150002,SZ0150002,维纳斯护肤造型中心（石厦店）,客户---1.SZ0150002---维纳斯护肤造型中心（石厦店）,,陈丽,深圳,440304201412000401,深圳市福田区维纳斯美容美发会所(陈丽),15,
1.SZ0151,SZ0151,深圳市福田区纤尚美容美发店,客户---1.SZ0151---深圳市福田区纤尚美容美发店,1.SZ0151001,SZ0151001,纤尚（梅林店）,客户---1.SZ0151001---纤尚（梅林店）,,陈贤耕,深圳,440304201412003201,深圳市福田区纤尚美容美发店(陈贤耕),92,
1.SZ0152,SZ0152,深圳市福田区新彩虹美容美发店,客户---1.SZ0152---深圳市福田区新彩虹美容美发店,1.SZ0152001,SZ0152001,彩虹美容美发,客户---1.SZ0152001---彩虹美容美发,,李世军,深圳,440304201412004801,深圳市福田区新彩虹美容美发店(李世军),152,
1.SZ0153,SZ0153,深圳市福田区雅殿美发馆,客户---1.SZ0153---深圳市福田区雅殿美发馆,1.SZ0153001,SZ0153001,雅殿美容美发,客户---1.SZ0153001---雅殿美容美发,,周朋,深圳,440304201412003301,深圳市福田区雅殿美发馆(周朋),96,
1.SZ0154,SZ0154,深圳市福田区伊丝发廊,客户---1.SZ0154---深圳市福田区伊丝发廊,1.SZ0154001,SZ0154001,伊丝发廊,客户---1.SZ0154001---伊丝发廊,,刘开炎,深圳,440304201501000201,深圳市福田区伊丝发廊(刘开炎),504,
1.SZ0155,SZ0155,深圳市福田区艺坊发型店,客户---1.SZ0155---深圳市福田区艺坊发型店,1.SZ0155001,SZ0155001,艺坊发型（御景店）,客户---1.SZ0155001---艺坊发型（御景店）,,罗向来,深圳,440304201412000901,深圳市福田区艺坊发型店(罗向来),30,
1.SZ0155,SZ0155,深圳市福田区艺坊发型店,客户---1.SZ0155---深圳市福田区艺坊发型店,1.SZ0155002,SZ0155002,艺坊发型（沙咀店）,客户---1.SZ0155002---艺坊发型（沙咀店）,,罗向来,深圳,440304201412000901,深圳市福田区艺坊发型店(罗向来),31,
1.SZ0156,SZ0156,深圳市福田区优美天地美容美发店,客户---1.SZ0156---深圳市福田区优美天地美容美发店,1.SZ0156001,SZ0156001,优美世界（上梅林店）,客户---1.SZ0156001---优美世界（上梅林店）,,颜祥和,深圳,440304201412002001,深圳市福田区优美天地美容美发店(颜祥和),73,
1.SZ0157,SZ0157,深圳市福田区原素美发店,客户---1.SZ0157---深圳市福田区原素美发店,1.SZ0157001,SZ0157001,紫蔷薇,客户---1.SZ0157001---紫蔷薇,,陈海军,深圳,440304201412005801,深圳市福田区原素美发店(陈海军),230,
1.SZ0158,SZ0158,深圳市福田区振华名艺名发廊,客户---1.SZ0158---深圳市福田区振华名艺名发廊,1.SZ0158001,SZ0158001,名艺名发廊（深纺店）,客户---1.SZ0158001---名艺名发廊（深纺店）,,廖茂焱,深圳,440304201412005201,深圳市福田区振华名艺名发廊(廖茂焱),172,
1.SZ0158,SZ0158,深圳市福田区振华名艺名发廊,客户---1.SZ0158---深圳市福田区振华名艺名发廊,1.SZ0158002,SZ0158002,名艺名发廊（东方店）,客户---1.SZ0158002---名艺名发廊（东方店）,,廖茂焱,深圳,440304201412005201,深圳市福田区振华名艺名发廊(廖茂焱),174,
1.SZ0158,SZ0158,深圳市福田区振华名艺名发廊,客户---1.SZ0158---深圳市福田区振华名艺名发廊,1.SZ0158003,SZ0158003,名艺名发廊（红荔店）,客户---1.SZ0158003---名艺名发廊（红荔店）,,廖茂焱,深圳,440304201412005201,深圳市福田区振华名艺名发廊(廖茂焱),175,
1.SZ0159,SZ0159,深圳市福田区驻颜丝艺形象设计屋,客户---1.SZ0159---深圳市福田区驻颜丝艺形象设计屋,1.SZ0159001,SZ0159001,驻颜丝艺（梅华路店）,客户---1.SZ0159001---驻颜丝艺（梅华路店）,,李春富,深圳,440304201412001001,深圳市福田区驻颜丝艺形象设计屋(李春富),32,
1.SZ0160,SZ0160,深圳市福田区兹曼妮理发店,客户---1.SZ0160---深圳市福田区兹曼妮理发店,1.SZ0160001,SZ0160001,亿豪美发,客户---1.SZ0160001---亿豪美发,,曹曙锋,深圳,440304201412001501,深圳市福田区兹曼妮理发店(曹曙锋),60,
1.SZ0161,SZ0161,深圳市福田区紫荆城发源地美发店,客户---1.SZ0161---深圳市福田区紫荆城发源地美发店,1.SZ0161001,SZ0161001,发源地（上步店）,客户---1.SZ0161001---发源地（上步店）,,吴江海,深圳,440304201501001701,深圳市福田区紫荆城发源地美发店(吴江海),753,
1.SZ0161,SZ0161,深圳市福田区紫荆城发源地美发店,客户---1.SZ0161---深圳市福田区紫荆城发源地美发店,1.SZ0161002,SZ0161002,发源地 ( 梅龙店 ),客户---1.SZ0161002---发源地 ( 梅龙店 ),,吴江海,深圳,440304201501001701,深圳市福田区紫荆城发源地美发店(吴江海),754,
1.SZ0161,SZ0161,深圳市福田区紫荆城发源地美发店,客户---1.SZ0161---深圳市福田区紫荆城发源地美发店,1.SZ0161003,SZ0161003,发源地（华强店）,客户---1.SZ0161003---发源地（华强店）,,吴江海,深圳,440304201501001701,深圳市福田区紫荆城发源地美发店(吴江海),755,
1.SZ0161,SZ0161,深圳市福田区紫荆城发源地美发店,客户---1.SZ0161---深圳市福田区紫荆城发源地美发店,1.SZ0161004,SZ0161004,发源地（下沙店）,客户---1.SZ0161004---发源地（下沙店）,,吴江海,深圳,440304201501001701,深圳市福田区紫荆城发源地美发店(吴江海),756,
1.SZ0161,SZ0161,深圳市福田区紫荆城发源地美发店,客户---1.SZ0161---深圳市福田区紫荆城发源地美发店,1.SZ0161005,SZ0161005,发源地（龙岗店）,客户---1.SZ0161005---发源地（龙岗店）,,吴江海,深圳,440304201501001701,深圳市福田区紫荆城发源地美发店(吴江海),757,
1.SZ0162,SZ0162,深圳市福田区自作主张理发店,客户---1.SZ0162---深圳市福田区自作主张理发店,1.SZ0162001,SZ0162001,自作主张,客户---1.SZ0162001---自作主张,,庞亚弟,深圳,440304201412002401,深圳市福田区自作主张理发店(庞亚弟),78,
1.SZ0163,SZ0163,深圳市福田区左右发廊,客户---1.SZ0163---深圳市福田区左右发廊,1.SZ0163001,SZ0163001,左右造型（东海店）,客户---1.SZ0163001---左右造型（东海店）,,徐安明,深圳,440304201501001801,深圳市福田区左右发廊(徐安明),739,
